,overall,reviewText
1439,4.0,"In all honesty, the history of Godzilla is not my forte.  What I do know is that, like Superman, Godzilla is a character (a kind reference since monster would be a better description) that largely everyone has at least heard of and could pick out of a police line-up.  Other than that, the western hemisphere has a rather reclusive relationship with the oversized lizard-like creature, as Godzilla rarely dons the big screen in North America.  The most recent Godzilla flick (domestically) to receive a wide release was in 1998  starring Matthew Broderick, which was met with negative reviews and lack of enthusiasm.  Still, they say time heals all wounds, but has a 16-year absence made the hearts of moviegoers grow fonder for Gojira (thats Japanese for Godzilla)?

Warning!  Minors Spoilers are included in this review.  Nothing drastic, but if you don't want any plot details  refrain from reading any further.

Directed by Gareth Edwards (Monsters), Godzilla stars Aaron Taylor-Johnson as Lieutenant Ford Brody and Bryan Cranston as his father, Joe.  The film begins several years prior when Ford is a young boy and his father is a nuclear plant supervisor in a town outside Tokyo, Japan.  An abrupt explosion and radiation leak, allegedly attributed to an earthquake, leads to the complete contamination of the area and a tragedy that will forever change the lives of the Brody family.

In the present day, Joe is hopelessly obsessed with the accident  which he doesnt believe was an earthquake.  Ford has just returned home from a military tour to the loving embrace of his wife, Elle (Elizabeth Olsen), and their young son.  Soon after his arrival home, hes informed that his father has been arrested for trespassing in the restricted zone where the accident took place.  After flying to Japan to meet his father, another accident proves Joes theory correct  along with proof that the government has been secretly keeping a large insect-looking monster subdued (and is the source of the disastrous tremors).

The creature manages to free itself, revealing that it feeds off nuclear power (and send out electromagnetic pulses that kill technology).  Shortly thereafter, another creature (its mate) begins terrorizing cities, too.  One of the scientists working on the creatures is Dr. Ichiro Serizawak (Ken Watanabe), who is also modestly aware of Godzillas existence  a large water based creature that was supposedly killed from the bomb dropping on Hiroshima during World War II.  He believes Godzilla is alive, and will return to defeat the attacking monsters as a means of restoring balance and order to the world.  Regardless, the U.S. military cant rely on a creature to save them, prompting them to concoct their own means of defeating the destructive creatures.

In comparison to the 1998 version of Godzilla, this 2014 reboot is far superior in every conceivable manner.  The main issue that hampered the 98 film was that it resembled too much Jurassic Park and not enough good ol fashioned monster chaos.  To this new films credit, which is a story conceived by David Callaham (The Expendables), this Godzilla is about as realistic a monster movie as anyone could possibly imagine.  Yes, theres an abundance of buildings toppling over while freaking, feisty pre-historic animals run-a-muck in every direction, yet at no point does this flick feel overly hokey or disingenuous.  Ultimately, if the world were to be overcome by overgrown monsters, the military would likely respond in the exact manner as they do in this picture.

Like the majority of movies that focus on monsters and destruction, theres no particular reason to overanalyze the acting  even regardless of whos in the starring roles.  Aaron Taylor-Johnson, best known for his lead in the Kick-Ass films, is surprisingly unrecognizable  all decked out in military attire and sporting a clean-cut look.  He carries the film adequately, yet its difficult to say hes a vital actor in this role.  Honestly, Bryan Cranston exudes nearly all of the dramatic juice in his quest to get to the bottom of whats happening in the Japanese restricted area.  Elizabeth Olsen chimes in here and there as the only dominant female presence (other than the angry, pregnant monster), yet she often feels out of place and superfluous.  Regardless, at the end of the day  everyone comes to see Godzilla.

Brace yourself, folks  because Godzilla doesnt show his face until roughly an hour into the movie.  Oddly enough, the insect-looking bad guys each received additional screen time in order to present Godzilla as the good guy  as opposed to the villain of the story, like in the 98 version.  When the fire-breathing Godzilla does rear that recognizable mug (screaming like nobodys business), he (or she) is ready for battle.  Sadly, though, just when you think Godzilla is about to go toe-to-toe with the opponents, the majority of the action is skipped  picking-up with the aftermath.  Apparently, this was an attempt to reserve the full-blown action for the climax.  The problem with that is you're left (lets be honest here) with the minimal amount of time for the films actual attraction.

Overall, Godzilla is an above average monster movie that will maintain your attention for the duration and eventually, send you home happy  but it doesnt overly scream blockbuster sensation.  The undeniable complaint about the film is the fact that it leans hard on the plot  meaning Godzillas screen time is lower than it needed to be due to the progression of the storyline.  Family ties play a large role in the lives of the main characters, but have no fear  those subjective plot points are all tied up very nicely.  So if you're expecting a cliffhanger to point to a sequel, theres none to be had here.  In the end, if you're a fan of cataclysmic destruction or monster movies, youll be in Heaven with what this new interpretation of Godzilla has to offer.  Its direct and to the point  a bit heavy on CGI at times (to be expected), but in general, it should appease all those that had a great deal of anticipation going into this flick.

GRADE:  B-
FNDNreview.com"
1440,3.0,"I'm honestly not really sure why I'm even writing this. If you watched the first two films and cared at all, you're getting this. If you're like me and watched Evangelion during its original series coming to fruition, you'll watch it and...Well...Maybe not as fondly.

Look, a few key points out of the way.

First, watch the first two films if you haven't in a while, or you'll be completely lost from the get-go. There is no backtracking, nothing in the way of ""THE STORY THUS FAR"", nothing even close to that. Moreover, this story has almost nothing to do with the original, so thinking you'll be okay if you can recite the original's script isn't really good enough. It's its own thing.

Second, this isn't even really in the spirit of Evangelion, at least not the kind I'm used to, because it's in almost no way a character-driven story. In fact, there's virtually no character development at all, or even any scenes that have character development. Everything is kept vague to an overdriven maximum, particularly when it comes to motivation and emotional development. It's just not there.

Third, and this is to both put your mind at ease and enforce your assumptions, this is one big Kaworu showcase. Some have said there are homosexual overtones between the two, and those people are wrong. There aren't. At all. There never have been, unless you're destructively ignorant when it comes to what Kaworu represents (by the creator's words, if you need them). It's 100% ""Shinji makes a friend who actually seems to overtly care about him, and is able to show it"", which is essentially the same theme the television series had. Arguably even less so because the TV series had a bath scene that isn't comparable to anything here. Seriously, it'd annoy me to death if they went the fangirl-service route, and they didn't, they resisted that and kept the integrity of their relationship at its core, so I'm glad about that.

Fourth, this film is to Evangelion as Man of Steel is to the original Superman comics. Or Chrono Cross is to Chrono Trigger. Or Master of Orion 3 is to Master of Orion 2. Okay, I spent a good three minutes trying to think of good examples, and that's the best I can do, but the point is it's super-different in virtually every way that means anything to anyone, even if it technically has the same universe involved. I mean, you know, with some liberties, of course.

Going with that, I'd still recommend seeing it, if you really want a recommendation, but with a lot of trepidation and a freaking massive amount of caution in your expectations. The fact is, they won't match. Whatever you wanted to happen in 3.33, it almost certainly does not. Whatever you wanted to see more of in 3.33, it almost certainly does not happen; or if it actually does, is not presented in a way that you wanted.

It's pretty, it's got some cool scenes, and it's worth at least a view, but the fact is that it feels like dead filler between 2.22 and whenever 4.44 happens. When you almost completely lack character development like this, you're really taking away from what makes Evangelion cool to begin with. And, naturally, if you do take the characters away (or at least, almost all of them in favor of a couple), you'd sure as hell better make what's on the screen worth the sacrifice.

And, well, no, that sacrifice doesn't feel worth it. It's Evangelion in image, for the most part. Not so much in spirit. Or creativity, for that matter.

And, perhaps most importantly, it's not as good as 1.0 or 2.0. Not even close. Something just went wrong here that didn't really happen in 1.0 or 2.0, primarily in the way of story and presentation, but you could take that to many levels.

I already am sad that I didn't see more of Touji's sister, because I thought she was going to...Get more of a chance, I guess, to be a character. For someone who is presented as important at first...I mean, the whole film feels like that, really. In short, it's ""Here's the characters. Now watch as we don't do a thing with almost any of them. Now, here's some more Kaworu and Shinji, sans substance."""
1441,5.0,freaking funny have watched 4 times since I bought it so far
1442,5.0,"This is just so freaking cool. Excellent acting by David Tennant, Matt Smith, John Hurt, Paul McGann, and Tom Baker. Any Doctor Who fan must see this."
1443,5.0,"Loved it, loved it, loved it, loved it, I freaking loved this episode.  Brilliant, just brilliant.  The writing, acting, directing; all of it was top notch and just perfect.  I couldn't ask for a better episode.  Loved it!"
1444,3.0,"The fast n furious series has hit a all time low. They went from trying to put on good streat races to trying to give you big stars with hollywood chases from the popo. It took a left turn when they added rock, that's when it really went tooooo hollywood. Ok let me stop blablering about the series and get to this movie.

This one only had about 2 wow moments, the freaking 15 mile runway strip(not) with the car holding the plane down(blabla) and the tank on the road keeping up with fast muscle cars? ummmm yeah. See it's moments like that that make you go this isn't realistic they're just going for brownie points on trying to have those wow moments that everyone talks about. like how you're going to land inside another car once a tank flips over and throws you out. So i gave this move a 3 because they focused on wow moments instead of giving you those high speed drag races."
1445,3.0,"It's a hilarious show that will offend everyone who watches it.  Can't wait to get it on DVD, but there is no info here of how many episodes, any clue as to what exactly you're getting...the first season could be fewer episodes than I want to pay thirty freaking dollars for it.  Tosh not making enough money as it is??????"
1446,4.0,Very cute movie.  I love all things Austen too and Keri Russell was the perfect heroine.  You'll end up googling J.J. Feild after this movie - his accent is freaking sexy.  (I'd say better than Benedict Cumberbatch).  Good to rent.  I may buy this so that I can get my occasional Austen fix.
1447,2.0,"they spend a freaking hour and half talking about the hunger games. the whole movie you are like can we get on with the killing. Yes i'm a gladiator/wrath of the titans like fan. but c'mon toooooo much talking. I know this is a teenage book turned movie so expect the loving cutscenes all the time. but the thing that gets me just like part 1 they spent too much time just talking and not enough in the hunger games. on top of that the ending was more of can we all just get along and end the whole hunger games annual thing..... So no mercy here, show me more of the games and less of some cry baby crying over the village being treated bad."
1448,5.0,"AMERICAN HORROR STORY: COVEN takes us to new levels of horror, terror, debauchery and suspense. The writers throw in everything imaginable in Season 3. Witchcraft, voodoo, incest, murder, torture, mutilation, resurrection and maybejust maybe some redemption. Its a freakingly creepy and chilly.
COVEN is a womens story. The main characters are women of all ages from teen to senior. Finally, the women are in power and older actresses have surprisingly meaty roles. The young actresses have their parts to play but finally we see some delightfully talented older actresses show the youngsters what it is all about. Jessica Lange again plays the aging beauty in a race against time. This time she is Fiona Goode, the SUPREME witch and needless to say there is nothing good about her.
Cast members from previous seasons also return. Evan Peters has been put together and gets to show some fine acting chops and emotions without the use of words. Jamie Brewer returns as Nan. Shes not your typical witch. Kudos to the writers for using this lovely actress with Down Syndrome. Nans romantic story with a neighbor boy begins to shine and then fizzles. Here was a wonderful chance for a different love story that was not fulfilled.
COVEN is not for the weak spirited. Blood and gore flow in this season in a story that sometimes loses its way in a mesh of story lines.  Kathy Bates as the gloriously wicked Delphine LaLaurie makes the horror of slavery seen in 12 YEARS A SLAVE seem like a day in the park. LaLaurie, based on a real person, abuses and tortures her slaves in a way that would make even the strongest weak in the heart. COVEN seems to have crossed some lines with this horror. Nonetheless, Bates gives the role her all and nothing can outshine her. And then there is the lovely Angela Bassett looking more sexy than ever and somehow has worked her magic to look 20 years younger than her age in real life. Her Marie Laveau is deliciously evil in a shockingly frightening way.
Gorgeous Lily Rabe is the witch named Misty Day who has the power to resurrect the dead. She is obsessed with Stevie Nicks and before we know it the rock legend appears in an a couple of odd scenes where she plays herself. Stevie sings a couple of songs and it all seems so out of placea chance to just fill some air time it seems.
Sprinkled in all the horror are bits of comedy. Hey, come on. If you are a good witch looking in to an open grave and you know a bad witch is standing behind you, cant you or the audience guess what is coming next? The light moments provide some respite from all the decadent evil and horror in this season.
Here is a magnificent cast in some seriously meaty roles in an often gruesome story. It is not for the easily offended or upset. The storyline can get confusing as people die but are resurrected and it seems like even those who are immortal somehow end of dying. At times, nothing is clear. If you are in some sort of witch induced limbo for decades and are released are you dead or alive and how do you end up with an apartment and job? Ask the ax man.
Surprisingly, COVEN loses steam and energy in the last two episodes as the witches test each other to be the next SUPREME. It becomes slow moving and tedious as if the writers had exhausted all their creativity by the end of the season. It is a disappointing and unfulfilling season finale but it was sure some wild ride getting there."
1449,2.0,"OK, so this is just awful.  The idea starts OK, but then just goes all over the place with little or no direction.  Everyone is killing everyone and then they are brought back to life and all is forgiven.  A bitter and deadly rivalry between the Coven and The Voodoos is then forgiven after the Voodoos try to wipe out the Coven.  Queenie goes to the Coven and tries to kill the Stevie Nicks chick, then she is accepted back into the Coven again.  Stevie Nicks actually sings a really cheesy song in an episode so they can all just look at her and be amazed even though a few days ago they all tried to kill one another.  Kathy Bates character is all over the place too.  What a freaking mess this season was!  Queenie is the worst actress ever.  Every time she talks its just so freaking bad! And what is with that goofy looking soul stealing devil dude? He is so freaking stupid to look at! Thank God for Jessica Lange, Angela Bassett and Kathy Bates, their acting at least makes watching this somewhat bearable.  I can go on and on about just how horrible this was, but you get my point.  I am not sure if they hired new writers for every episode or what, but this was just awful.  Save yourself the time and put on a Fleetwood Mac CD and chant some nonsense with a Voodoo Doll in hand.  That will be much more entertaining than Coven.  OH yeah, the intro to each episode with that creepy Demon thingy is the highlight, and much scarier than anything that ever happens in any episode."
1450,4.0,Johnny Knoxville is freaking crazy !
1451,4.0,"This movie was stupid funny.. Johnny Knoxville is freaking hilarious. I watched this at least two times and it keeps getting funnier. It was much more than I expected.. Check it out, it's definitely a knee slapper."
1452,5.0,This movie is freaking HILARIOUS!  oh..my...God.  I cannot tell you how many times we had to rewind because we were laughing so hard we missed parts.  seriously...HILARIOUS.
1453,5.0,"I was one of the lucky ones that got to see an early preview of this movie.  Thank you Seal of Honor FB page for the link for the tickets.

Let me start off by saying I was very familiar with this story before I saw the movie having read Lone Survivor book as well as the book by Sofrep on the rescue of Marcus Luttrell.  I have read all of the books on Murph.  I am so glad this movie was made, so more people can know the sacrifice made by our military and their families.

Let me give you a little background on the premiere I was at - it was packed, people were trying to sneak sit in aisles because every seat in the theater was taken.  I was lucky enough to have a group of 7 jack wagons behind me that were very vocal - always a bonus right?  They had a comment about most of the people in the theater and especially the girls.  Trust me by the time the movie started I knew which cup size they preferred as well as brunettes vs blonde.  I was really worried that I was going to end up getting into with them if they were disrespectful in the movie.  Guess what, never an issue.  This movie was so emotionally wrenching that all I heard from them or really anyone in the audience was an occational, oh F*, or sniffling, yes sniffling.  I don't think there was a dry eye in the place. Didn't matter if they were guy's or girls.

You read the book, you visualize it, but you don't visualize how steep that freaking hill was, or how bad it was falling down it.  You picture the fire fight, but just can't quite get the overwhelming number they were against.  This movie does a great job bringing it to life.  You can't really picture how bad the wounds were.  I knew it in my head, but seeing it and the fact they keep going is just heart stopping and painful.

Accuracy based on book - Mostly.  Rescue of Marcus - a little more Hollywood.  So not perfect, but I think what the movie was going for was getting the emotions right.  The way I feel if is the families left behind are okay with this movie, I am not going to pick at it.  Those are really the only people that have a right to say anything about details.

I loved seeing how the guys interacted before they left, they did a good job of showing how tight knit the team was.  It also brought out Matt Axelson and Danny Dietz and showcased them and their bravery.  I think more people know about Murph or Marcus, and now they will know about Axe and Danny too.  Also everyone on the chopper.  The Seals and Night Stalkers.

The worst part of this movie is knowing you are not getting the ending you want.  You start hoping for it, you watch the fire fight, you know what is going to happen, and you are still devastated when it does.

When we finally left the movie, there were still people just sitting with tears streaming down their face.  So bring Kleenex.  Don't let that deter you from seeing it.  I think this is the best war film ever made, I especially loved the tribute to all that gave their life at the end.  Operation Red Wings is so heartbreaking, I have always said my hero's wear dog tags not jerseys, and I hope more people feel that way after seeing this.

Sorry if this is disjointed, it has been a couple weeks and I am still emotional about it.  Maybe dumb, but I get super emotional over our military.  I will be going to see this again when it is released and taking my Godsons to it.  They need to know what sacrifices are made for our freedoms.

***Strong Language***Blood Spurts (not worse than a video game)***"
1454,4.0,"Jason (Brian Tee) is nice, befuddled sort of ad executive who has just been jilted at the altar by his bride to be (via an arranged marriage) - and yet that's not the worst of his problems.  Due to a family curse, Jason has to be married by the age of thirty or else he will die, and with the thwarted wedding his over-anxious family (his parents, especially) are freaking out over the possibility of losing their son.  When a business trip to Korea finds Jason meeting and having one date with a girl he met at work, after returning home the two end up growing closer and more in love, via phone and internet, to the point where Brian proposes and she agrees to relocate to Los Angeles for the wedding.  But a very surprising twist may throw the entire marriage - and Jason's life - into turmoil, in a funny, sweet and endearing romantic comedy exploring culture and family ... and firmly anchored by the charm of its male lead in Tee (along with a brilliant cast), who proves he can handle romantic comedy as deftly as the more dramatic - even sinister - characters he normally plays."
1455,2.0,"If my wife was as ugly as Captain Flip-Flop's, I'd go to sea for 6 months too. Was Meg Ryan busy that day?

I'm sorry, aside from the cool Navy Seal stuff at the end, this was the most boring movie in history. The pirates were more sympathetic and interesting than anyone on the ship. I was cheering for them, if you want to know the truth.

Why does the Academy love to give awards to multi-millionaire actors pretending to be retarded? Why? I want an answer, dammit!

Imagine Bogart or Robert Mitchum or William Holden in this role. Would they be as limp as Tom Hanks? I wanted to rush up on the screen and lend him a walker.

Or even go cross-grain a bit and cast Mickey Rourke channeling Bogart. make the guy INTERESTING.

Why don't they make movies with actual male leads anymore? Do we have ANYONE, aside from Russell Crowe, who is close to being an actual MALE?

Sorry, I just watched Magnificent Seven the other night, which has LOTS of actual men. Looking at the current crop of actors is just sad. Matt Damon? George Clooney? Christian Bale? Are you freaking serious? (though to be fair, Mathew McConaghey (sp) is turning into an interesting actor)

There was ONE hilarious scene, though I don't think it was intentional. When Captain Philips logged on to his computer to e-mail his wife, I was waiting for the screen to come up ""You've Got Mail"". Now THAT would have been funny.

One reviewer mentioned the director had worked with Matt Damon on two Jason Bourne movies. Let me make this clear. Matt Damon as an action hero is to Jason Statham like Budweiser is to a McCallan 18 year old. Damon can be interesting in intellectual roles, but action? It is to laugh.

Save your money and your time and screen The Wild Bunch or Once Upon A Time in The West and see how it's done."
1456,1.0,"Dear lord, where to start...
Okay, first the positives:

 Kevin Konroy's replacement for Batman isn't terrible
 Cyborg, Hal Jordan, and Darkseid are all voiced nicely.
 The art style has a cool anime look to it.
 The movie is very loyal to the novel in terms of the plot

The Negatives:

 The writers can't decide who the hell this movie is for, as characters awkwardly say TV-PG phrases like ""freaking"" and ""butt"", but later say words like ""s***"". Also, there's plenty of violence (which is fine!, but make up your mind about which audience you're targeting).

 Shazaam is in this movie instead of Aquaman, and Shazaam sucks... a lot.

 The voice acting for the vast majority of characters (Superman, Wonder Woman, Flash, etc.) is abysmal. I'd wager the voice actors phoned in a lot of these lines.

 Shazaam is in this movie... (I'm sorry, but I feel it needed to be stated a second time... he seriously ruins the movie).

 Cyborg's origin isn't adequately explained in the film like it is in the comics.

The overall quality just feels cheap. Bruce Timm (the guy who was in charge from Batman the animated series through Justice League: Unlimitied) showed us just how amazing and mature these superhero stories can be. This film made me realize just how badly I took Timm for granted."
1457,3.0,"This is based on the New 52 relaunch of the Justice League. Counting the various comic books, relaunches, videos, graphic novels, and the like, I suspect we're up to over a dozen different versions of the Justice League origin, with more likely to come in the years ahead. There is one significant difference between this movie and the New 52 version, and that is that Aquaman has been replaced by Shazam (Captain Marvel).

The movie takes place fairly early in the career of all of these heroes, before they are truly recognized as heroes. A suspicious U.S. government wants to imprison and study them rather than let them have free reign. The movie opens with news about a wave of abductions by mysterious winged creatures, with speculation that it might be the new vigilante, Batman, who's at fault. Green Lantern runs into one of these abductions and foils it, but is then attacked by the creature until he's rescued by Batman. After a long chase, the creature escapes into the sewer.

The interplay between Green Lantern and Batman is amusing, as this is before either of them has met the other. Particularly amusing is the sequence where Green Lantern tries to figure out what powers Batman has: ""Wait, you're not just some guy in a bat costume, are you?! Are you freaking kidding me?!""

Batman and GL track the creature and find him planting a device, whereupon GL rushes to attack. The creature utters a cry, ""For Darkseid,"" and blows itself up. GL manages to save both of them, after which they examine the device and reach the conclusion that it's alien: ""Alien? You mean like the guy in Metropolis?""

We segue to S.T.A.R. labs, where Dr. Silas Stone is scanning an identical device, brought to him by the Flash, that had been planted in Central City. All they've been able to find is that it's emitting a signal, a signal that is also emanating from similar devices in other cities. We see Dr. Stone get a reminder about ""Victor's football game - Now,"" a reminder he ignores. At the game, a depressed Victor keeps looking in vain for his father. A young Billy Batson sneaks into the stadium and sits in the seat reserved for Vic's father, and then meets Vic after the game in the locker room.

The next stop is a trip to the White House, where a group of people have gathered to protest against Wonder Woman, who has arrived at the White House with Steve Trevor in a limousine. A confused Wonder Woman, new to man's world, is flabbergasted to learn that they are protesting her.

We return to Green Lantern and Batman, who have tracked down Superman in Metropolis. A cocky GL goes after Superman, confident that he's got the power to imprison him so that they can investigate. Alas, he is sadly mistaken. Batman gives it everything he's got but can't even cause Superman to blink. After a fight, Batman manages to stop Superman with a single word, ""Clark,"" as they finally start talking instead of fighting. ""Someone is strategically placing these boxes; we have to find out who and why before it's too late.""

Victor Stone confronts his father in the lab, as we find out that the gulf between father and son is as wide as the Grand Canyon. The device in the lab activates, nearly destroying Victor in the process. Silas and his associates take Victor into ""The Red Room,"" containing new and untried technology from multiple sources. Using this technology, they fight desperately to keep Victor alive, replacing what he's lost with cybernetic components, giving birth to Cyborg (a cruder version that we're used to in other versions we've seen).

All over the world, we finally see what the devices were: portals into another world, used for a wholesale invasion from Apokolips of armored demonic fighters, under the orders of Darkseid. The heroes, Batman, Green Lantern, Superman, Wonder Woman, Flash, Shazam, and a newly-minted Cyborg, do their best but they're in danger of being overwhelmed. They have one edge, though: Cyborg's new technologies allow him to tap into the signal from Apokolips, giving him vital information.

To give any more information would spoil the movie. Suffice to say that a lot happens, the threat grows, and the heroes (and the world) are overwhelmed. There is only one chance....

The personalizations don't always work for me, as Green Lantern is pretty much a brash, arrogant jerk. We know that is likely overcompensation, but it just doesn't jibe with what we know of Hal Jordan in his prior incarnations. There has always been a bit of cockiness in his personality but this was too much. Similarly, Shazam is too much the annoying kid.

The animation is very good but there are no real standout sequences, just good solid work. The voice acting is the same: very solid but no real standout performances. The action sequences are good, particularly when the heroes are clicking on all cylinders in the final fight with Darkseid. I've given this movie 3 stars but it's really a 3.5 star movie, as it's a fun mindless, popcorn romp. It's not the best that this studio has done but it's an okay adaptation of the original source material."
1458,3.0,"I found this film watchable and I don't regret that I saw it - but having waited sooooo long for a movie in which Stallone and Schwarzenegger would appear together (for real, not just in short glimpses) I was a little bit disappointed. It was definitely not even half as good as I hoped. Below, more of my impressions, with some limited SPOILERS.

Ray Breslin (Stallone) is a highly paid specialist who offers a unique kind of services - he gets incarcerated in prisons to test their security. He usually finds a lot of flaws, including in the strictest high security facilities... One day he is send to test a very, very exceptionnal place, run by a strange warden (Jim Caviezel). Once inside, he quickly realises that there is something very wrong both with this place and his own situation. He also befriends another inmate, a certain Rottmayer (Schwarzenegger), who seems to be the object of particular attention from all the guards... And then the story begins.

Before going into the film itself, for once I decided to beef up my review with some bulls**t psychology, so here it is. Did you notice how often Stallone plays characters escaping or running away from something/somebody? Well, let's have a count (precision - I include only the films I saw):

- ""Rocky"" - escapes from misery and failure
- ""Paradise Alley"" - escapes from misery and failure
- ""Rocky II"" - escapes from misery and failure
- ""Escape to victory"" - escapes from a Nazi prisoner camp
- ""Rambo: the first blood"" - runs away from a redneck sheriff and the whole freaking division of National Guard
- ""Rambo II"" - escapes from Vietnam with American MIAs
- ""Cobra"" - runs away from a gang of satanistic murderers (but gets caught by his future bisexual cheating gold-digging wife...)
- ""Rambo III"" - escapes from Afghanistan
- ""Lock up"" - runs away from a high security prison run by a sadistic warden (already...)
- ""Tango and Cash"" - runs away from a high security prison run by a sadistic warden (is there a pattern here?)
- ""Cliffhanger"" - runs away from a gang of ruthless murderers AND from his past...
- ""Assassins"" - runs away from Antonio Banderas...
- ""Daylight"" - escapes from a watery grave...
- ""Cop Land"" - tries to escape from failure and from his past...
- ""Antz"" - tries to escape a genocidal general (but gets caught by Jennifer Lopez)
- ""D-Tox"" - tries to escape from a morbid depression and a serial killer
- ""Driven"" - tries to escape from a lot of racing cars (ultimately wins the third place...)
- ""Rambo"" (the fourth film) - escapes from Burma
- ""Bullet to the head"" - tries to escape from Khal Drogo...)))
- and finally this film...

OK, now I am done playing doctor and I can get to the review of the film itself.

There was potential in this film and there are some nice ideas and some good moments in it - in fact there is even a couple of twists which I didn't see coming. The cast is very good, as other than the actors already mentioned we have in smaller roles Sam Neill, Vincent d'Onofrio, Amy Ryan (""The Wire"") and last but not least a very, very bad and very, very bald Vinnie Jones...))) There is also a couple of good one liners - but not too many... Finally, Jim Caviezel's character is quite interesting - in fact he seems to be that guy who will one day become Mr Reese from ""Person of Interest"", it's just that he didn't meet Finch yet...)))

There is however also a lot of weak points. First let's say that most of the scenario doesn't make the SLIGHTEST sense - but I cannot really be more specific, as it would provide spoilers. The whole prison break is ultimately very disappointing as a place which seemed to be the ultimate challenge for a professional master of escape is revealed to have more holes in its security than swiss cheese... Some plot holes are so enormous that they actually made me laugh (one of them concerns security cameras...). Finally, sorry for a little SPOILER here but any prison which relies on security guards carrying firearms in areas where they can have real physical contact with inmates, well, such a place is not a high security prison - it is a MAJOR DISASTER WAITING TO HAPPEN!

The scenes with Stallone and Schwarzenegger are a disappointment. There was a lot of potential here for humour, tension and drama - and there is very little of any of them... The whole idea of Muslim inmates was horribly mismanaged, mostly because of enormous amount of political correctness - clearly the director didn't want them to be terrorists, so he made them into drug trafficking gangsters. But because they are Muslim, somehow they appear as honorable, heroic characters...

Let's not even talk about Sam Neill's character, a pathetic, clueless doctor who needs to check in a book what is the Hippocratic oath...)))... Poor Sam Neill, he clearly REALLY needed a paycheck...

It is a disappointing film. Rating it three stars is probably too generous - but I simply couldn't force myself to rate lower the first real Stallone-Schwarzenegger film ever... Recommended obviously for all rabid Stallone and Schwarzenegger fans (like me) - but if you are not one, well, don't expect too much..."
1459,5.0,HELL YEAH! Now this is a kickk ass movie! Lots of action crazy scenes some funny ones but mostly just all freaking action! I loveeeeeeeeeeeed it!
1460,5.0,It's freaking awesome
1461,5.0,freaking awesome
1462,3.0,"Another Marvel Cinematic Universe movie that was pumped out to keep people interested until Avengers: Age of Ultron. The villain is lame and 1-dimensional (he wants to turn off the dark, like Spider-man's lame broadway musical), Thor and Jane's romance was forced and they y lacked any real chemistry.

Too much focus was put on Loki, I know people love him, but even when he was involved, he didn't do much. Loki is killed, but just like the first movie where he died by falling to his death, it's revealed later he is still alive (they do the character dies/isn't really dead BS in EVERY MARVEL STUDIOS MOVIE).

Kat Dennings is back with her annoying character, who has her own even more annoying sidekick to make the movie even more grating. We get to see more of Asgard, that was pretty cool.

Like Iron Man 3, the love interest beats the main villain of the film instead of the hero, because Marvel is terrified of being labeled sexist. Sure, Thor holds off Malekith while Jane prepares the device, but it's ultimately Jane who beats the baddie.

Finally comes the freaking ending, which is a MASSIVE PLOTHOLE.

Thor is unable to see through Loki's illusion and can't tell that it's Loki in disguise as their father. But just earlier in the movie after their mother's death, Thor goes to speak to Loki who has trashed his cell and is sitting disheveled and in mourning over the only person he really cared about besides himself. Loki is using an illusion to appear like his usual smug self, but Thor can see through it. But then at the end? He can't. Why? Because the series needs to rely on the plot hole to warrant more freaking Loki later.

The New York references were annoying as well. Like we need reminders that the Avengers happened. Watching Jane slap Loki while saying, ""That was for New York"" was eye-roll worthy.

The movie was average, and frankly, I think the solo movies are pointless at this point, since everyone only watches them to stay occupied while waiting for the next Avengers."
1463,5.0,"This is a ""Pay attention or you will miss it"" movie.  The multiple colliding plot lines require you put the movie on Pause while you take care of things that don't include piecing all the details fed to you, in the order they are presented.  I had to actually watch it in two parts or I'd have missed out.  Christian Bale; I respect the heck out of this man who has bulked up and is just freaking awesome as the comb-over Irving.  Much has already been said by great movie reviewers; I'm just here to add to the positives...a great movie."
1464,4.0,"Well, I've seen both the Korean original and then this one.
I don't think there any shame and preferring the remake to the original because this one is about twenty minutes shorter (and I was feeling the two hour mark while watching the original) and feels lighter somehow.
Probably because they did  away with a few of the things we see in the original that aren't 100% necessary to tell this tale.
Also in the true spirit of Hollywood the plot is spelled out for you pretty well....the dots are all connected for you by the end which is good because the overall story is so freaking out there that without confirmation some might not be sure that the plot is what it is.
This happened to me after watching the original ...at the end I was like OK did I just see what I think I saw?
After watching this one  it confirmed that I understood the original even though many story details are quite different.
For example in the original the main character was imprisoned for 15 years and in this one it was changed to 20 years.
There are bigger differences then that but the main point is even if you just watch this one, I found that it was entertaining as much as the first one and more accessible to others who may not enjoy reading subtitles or watching people bite into a live octopus.
Bottom line this is more then just watchable and quite enjoyable  and it may not be the original but hey still very good and some will like this much better then the original.
So if you like WTF style mysteries then yeah you have to check out Oldboy original or remake (both solid movies)."
